tweet_id,text,expanded_urls,rating_numerator,rating_denominator,name,day,month,year,dog,dog_stages,rating,jpg_url,favorite_count,retweet_count,retweeted_status,url
892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,1,8,2017,None,None,13.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,38841,8601,Original tweet,https://t.co/MgUWQ76dJU
892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10.0,Tilly,1,8,2017,None,None,13.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,33266,6320,Original tweet,https://t.co/aQFSeaCu9L
891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10.0,Archie,31,7,2017,None,None,12.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,25063,4194,Original tweet,https://t.co/r0YlrsGCgy
891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10.0,Darla,30,7,2017,None,None,13.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,42214,8714,Original tweet,https://t.co/tD36da7qLQ
891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10.0,Franklin,29,7,2017,None,None,12.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,40361,9486,Original tweet,https://t.co/0g0KMIVXZ3
891087950875897856,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10.0,None,29,7,2017,None,None,13.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,20244,3137,Original tweet,https://t.co/xx5cilW0Dd
890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10.0,Jax,28,7,2017,None,None,13.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,11864,2090,Original tweet,https://t.co/MV01Q820LT
890729181411237888,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10.0,None,28,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,65620,19066,Original tweet,https://t.co/hrcFOGi12V
890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10.0,Zoey,27,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,27795,4300,Original tweet,https://t.co/UkrdQyoYxV
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10.0,Cassie,26,7,2017,None,doggo,14.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,31983,7480,Original tweet,https://t.co/l3TSS3o2M0
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10.0,Koda,26,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,30687,7399,Original tweet,https://t.co/jy2alqaYPH
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,Bruno,25,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,27822,5011,Original tweet,https://t.co/u1XPQMl29g
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,None,25,7,2017,None,puppo,13.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,48177,10151,Original tweet,https://t.co/BxvuXk0UCm
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10.0,Ted,25,7,2017,None,None,12.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,27205,4584,Original tweet,https://t.co/f8dEDcrKSR
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,Stuart,24,7,2017,None,puppo,13.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,15115,2255,Original tweet,https://t.co/Ya3bdfYuCx
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,Oliver,24,7,2017,None,None,13.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,25328,5480,Original tweet,https://t.co/qw5xRwBaIv
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,23,7,2017,None,None,12.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,29117,4536,Original tweet,https://t.co/chxruIOUJN
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,22,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,25619,4383,Original tweet,https://t.co/L5cCoR2huQ
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,22,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,19937,3615,Original tweet,https://t.co/YnYAFCTTiK
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,20,7,2017,None,None,12.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,21780,3527,Original tweet,https://t.co/UibDBnVpvR
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,19,7,2017,None,None,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,30220,5437,Original tweet,https://t.co/m7BR4JgDrZ
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,such,19,7,2017,None,None,14.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,46293,11759,Original tweet,https://t.co/20VrLAA8ba
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,None,18,7,2017,None,None,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,33731,10495,Original tweet,https://t.co/WZqNqygEyV
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,None,18,7,2017,None,None,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,30577,6006,Original tweet,https://t.co/UgW2xbO7Rg
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,17,7,2017,None,None,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,35199,7833,Original tweet,https://t.co/I6oNy0CgiT
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,16,7,2017,None,None,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,12086,3324,Original tweet,https://t.co/RipKYZ0T1u
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,16,7,2017,None,None,13.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,22458,4508,Original tweet,https://t.co/BCoWue0abA
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,15,7,2017,None,pupper,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,21158,3208,Original tweet,https://t.co/iIu3AF8IWH
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,15,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,28005,6344,Original tweet,https://t.co/xZDA9Qsq1O
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,14,7,2017,None,None,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,32751,6866,Original tweet,https://t.co/lWeeGBBXmE
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,13,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,36056,6494,Original tweet,https://t.co/tp1kQ8i9JF
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,None,12,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,21977,4420,Original tweet,https://t.co/JMU4y341NB
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,12,7,2017,None,None,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,77663,18609,Original tweet,https://t.co/MYJvdlNRVa
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,11,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,27971,5841,Original tweet,https://t.co/DbNzLkDIxh
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,11,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,24324,4917,Original tweet,https://t.co/1r4MFCbCX5
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,None,10,7,2017,None,None,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,27026,5704,Original tweet,https://t.co/JkL9KmUt8X
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,9,7,2017,None,doggo,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,20407,3016,Original tweet,https://t.co/KcQj5mNR4m
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,9,7,2017,None,None,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,21926,3478,Original tweet,https://t.co/zrf7IQnlHI
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10.0,Bella,8,7,2017,None,None,13.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,46019,10051,Original tweet,https://t.co/qjrljjt948
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,7,7,2017,None,floofer,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,22586,3716,Original tweet,https://t.co/vAdjP5ANuJ
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,None,7,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,37267,6738,Original tweet,https://t.co/Se5fZ9wp5E
